,Market_ID,Market_Name,Market_URL,Contract_ID,Contract_Name,bestBuyYesCost,bestBuyNoCost,BestSellYesCost,BestSellNoCost,Time_Stamp,Status
0,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.19,0.81,0.18,09/05/2020 23:53:18,Open
1,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.19,0.81,0.18,09/07/2020 11:20:42,Open
2,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.19,0.81,0.18,09/07/2020 13:59:01,Open
3,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.19,0.81,0.18,09/07/2020 14:03:30,Open
4,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.19,0.81,0.18,09/07/2020 14:13:28,Open
5,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.2,0.8,0.18,09/07/2020 16:21:00,Open
6,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.81,0.2,0.8,0.19,09/07/2020 16:52:17,Open
7,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.2,0.8,0.18,09/07/2020 20:14:07,Open
8,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.2,0.8,0.18,09/07/2020 20:15:44,Open
9,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.2,0.8,0.18,09/07/2020 20:18:29,Open
10,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.2,0.8,0.18,09/07/2020 20:25:28,Open
11,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.2,0.8,0.18,09/07/2020 20:39:10,Open
12,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.19,0.81,0.18,09/07/2020 20:59:06,Open
13,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.81,0.2,0.8,0.19,09/07/2020 21:06:59,Open
14,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.2,0.8,0.18,09/07/2020 21:15:01,Open
15,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.2,0.8,0.18,09/07/2020 21:32:52,Open
16,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.2,0.8,0.18,09/07/2020 21:41:25,Open
17,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.2,0.8,0.18,09/07/2020 21:42:26,Open
18,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.2,0.8,0.18,09/07/2020 21:43:26,Open
19,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.2,0.8,0.18,09/07/2020 21:44:27,Open
20,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.2,0.8,0.18,09/07/2020 21:45:28,Open
21,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.2,0.8,0.18,09/07/2020 21:46:29,Open
22,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.2,0.8,0.18,09/07/2020 21:47:31,Open
23,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.2,0.8,0.18,09/07/2020 21:48:43,Open
24,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.2,0.8,0.18,09/07/2020 21:49:44,Open
25,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.2,0.8,0.18,09/07/2020 21:50:45,Open
26,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.2,0.8,0.18,09/07/2020 21:51:48,Open
27,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.2,0.8,0.18,09/07/2020 21:52:50,Open
28,5601,Which party will win Nevada in the 2020 presidential election?,https://www.predictit.org/markets/detail/5601/Which-party-will-win-Nevada-in-the-2020-presidential-election,16010,Democratic,0.82,0.2,0.8,0.18,09/07/2020 21:53:52,Open
